HT-1090,EUR,Speakers,3,KG,PC multimedia speakers - 5 Watt (Total),Surround Sound,IMAGES/HT-1090.jpg,39,0.12,0.1,0.16,m
HT-1091,EUR,Speakers,1.4,KG,PC multimedia speakers - 10 Watt (Total) - 2-way,Blaster Extreme,IMAGES/HT-1091.jpg,26,0.13,0.11,0.175,m
HT-1092,EUR,Speakers,2.1,KG,PC multimedia speakers - 30 Watt (Total) - 2-way,Sound Booster,IMAGES/HT-1092.jpg,45,0.124,0.104,0.181,m
HT-1120,EUR,Keyboards,1,KG,Corded Keyboard with english keys,"Keybord, english international",IMAGES/HT-1120.jpg,260,0.45,0.194,0.032,m
HT-1138,EUR,Flat screens,4.2,KG,"23"" Optimum Resolution 2016 x 1512 @ 85Hz, Max resolution 2048 x 1536 @ 75Hz, Dot Pitch: 0.24mm",Flat XL,IMAGES/HT-1138.jpg,1211,0.53,0.2,0.44,m
HT-1210,EUR,PCs,2.3,KG,"PC Power Station with 2,6 quad-core, 2 GB RAM, feels like a PC",PC Power Station,IMAGES/HT-1210.jpg,2399,0.28,0.31,0.43,m
HT-1500,EUR,Servers,18,KG,"Dual socket, quad-core processing server with 1333 MHz Front Side Bus with 10Gb connectivity",Server Basic,IMAGES/HT-1500.jpg,5000,0.34,0.35,0.23,m
HT-1501,EUR,Servers,25,KG,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 10Gb connectivity",Server Professional,IMAGES/HT-1501.jpg,15000,0.29,0.3,0.27,m
HT-1502,EUR,Servers,35,KG,"Dual socket, quad-core processing server with 1644 MHz Front Side Bus with 100Gb connectivity",Server Power Pro,IMAGES/HT-1502.jpg,25000,0.22,0.273,0.37,m
HT-6130,EUR,TV flat screens,2.6,KG,"32 Zoll, 1366x768 Pixel, 16:9, HDTV ready",Flat Watch HD32,IMAGES/HT-6130.jpg,1459,0.78,0.221,0.55,m
HT-6131,EUR,TV flat screens,2.2,KG,"37 Zoll, 1366x768 Pixel, 16:9, HDTV ready",Flat Watch HD37,IMAGES/HT-6131.jpg,1199,0.991,0.26,0.61,m
HT-6132,EUR,TV flat screens,1.8,KG,"41 Zoll, 1366x768 Pixel, 16:9, HDTV ready",Flat Watch HD41,IMAGES/HT-6132.jpg,899,1.28,0.23,0.791,m
HT-6102,EUR,Beamers,2.5,KG,"2500 ANSI-Lumen, max.12,3Meter, 800 Pixel, 600 Pixel",Beam Breaker B-3,,889,0.304,0.231,0.23,m
HT-6101,EUR,Beamers,2,KG,"2200 ANSI-Lumen, max.9,34 Meter, 800 Pixel, 600 Pixel",Beam Breaker B-2,,679,0.32,0.21,0.18,m
HT-6100,EUR,Beamers,1.7,KG,"1900 ANSI-Lumen, max. 8,45 Meter, 800 Pixel, 600 Pixel",Beam Breaker B-1,,469,0.18,0.15,0.12,m
HT-1603,EUR,PCs,6.8,KG,"2,5 Ghz, quad core, 8 GB RAM, 700 GB Hdd, Graphic Card: Hurricane GX",Gaming Monster Pro,IMAGES/HT-1601.jpg,1700,0.27,0.28,0.42,m
HT-1602,EUR,PCs,5.9,KG,"2,2 Ghz, dual core, 2 GB RAM, 400 GB Hdd, Graphic Card: Gladiator MX",Gaming Monster,IMAGES/HT-1602.jpg,1200,0.265,0.34,0.47,m
HT-1601,EUR,PCs,5.3,KG,"2 Ghz, dual core, 1 GB RAM, 250 GB Hdd, Graphic Card: Gladiator MX",Family PC Pro,IMAGES/HT-1601.jpg,900,0.25,0.317,0.402,m
HT-1600,EUR,PCs,4.8,KG,"1.8 Ghz, dual core,512 MB Ram, 100 GB HDD, Graphic Card: Proctra X",Family PC Basic,IMAGES/HT-1600.jpg,600,0.214,0.29,0.38,m
HT-8000,EUR,Notebooks,4,KG,"1,5 Ghz, single core, 40 GB HDD, Windows Vista Home Basic, 512 MB RAM",ITelO FlexTop I4000,IMAGES/HT-8000.jpg,799,0.31,0.19,0.031,m
HT-8001,EUR,Notebooks,4.2,KG,"1,6 Ghz, dual core, 60 GB HDD, Windows Vista Home Basic, 512 MB RAM+",ITelO FlexTop I6300c,IMAGES/HT-8001.jpg,999,0.32,0.2,0.034,m
HT-8002,EUR,Notebooks,3.5,KG,"2,2 Ghz, quad core, 80 GB HDD, Windows Vista Home Premium, 1024 MB RAM",ITelO FlexTop I9100,IMAGES/HT-8002.jpg,1199,0.38,0.21,0.041,m
HT-8003,EUR,Notebooks,3.8,KG,"2,8 Ghz, quad core, 120 GB HDD, Windows Vista Home Premium, 2048 MB RAM",ITelO FlexTop I9800,IMAGES/HT-8003.jpg,1388,0.48,0.31,0.045,m
